Category,City,Country,Customer Name,Manufacturer,Order Date,Order ID,Postal Code,Product Name,Profit,Region,Segment,Ship Date,Ship Mode,State,Sub-Category,Discount,Number of Records,Profit Ratio,Quantity,Sales
Technology,Pocatello,United States,James Galang,Nokia,27-05-2018,US-2018-116897,83201,Nokia Lumia 925,$23.00,West,Consumer,29-05-2018,First Class,Idaho,Phones,0.2,1,0.08,3,302
Technology,Seattle,United States,Chris Cortes,Plantronics,16-11-2018,US-2018-107888,98103,Plantronics Encore H101 Dual Earpieces Headset,$11.00,West,Consumer,19-11-2018,First Class,Washington,Phones,0.2,1,0.1,3,108
Technology,Fresno,United States,Christina VanderZanden,Clearsounds,25-03-2018,US-2018-117534,93727,Clearsounds A400,$16.00,West,Consumer,26-03-2018,First Class,California,Phones,0.2,1,0.08,4,211
Technology,Westminster,United States,Katherine Ducich,Square,19-11-2018,CA-2018-121468,92683,Square Credit Card Reader,$2.00,West,Consumer,20-11-2018,First Class,California,Phones,0.2,1,0.08,4,32
Technology,Oakland,United States,Patrick Ryan,Cisco,21-08-2018,US-2018-109253,94601,Cisco 8x8 Inc. 6753i IP Business Phone System,$38.00,West,Consumer,22-08-2018,First Class,California,Phones,0.2,1,0.09,4,432
Technology,Draper,United States,Justin MacKendrick,Motorola,07-09-2018,CA-2018-151008,84020,Motorla HX550 Universal Bluetooth Headset,$47.00,West,Consumer,08-09-2018,First Class,Utah,Phones,0.2,1,0.38,4,127
Technology,San Francisco,United States,Arianne Irving,Samsung,28-04-2015,CA-2015-131387,94122,Samsung Galaxy Mega 6.3,$126.00,West,Consumer,30-04-2015,First Class,California,Phones,0.2,1,0.08,5,1680
Technology,Los Angeles,United States,Henry MacAllister,HTC,02-10-2016,CA-2016-129917,90008,HTC One Mini,$50.00,West,Consumer,03-10-2016,First Class,California,Phones,0.2,1,0.1,5,504
Technology,San Francisco,United States,Natalie DeCherney,Jawbone,19-03-2018,CA-2018-105410,94110,Jawbone MINI JAMBOX Wireless Bluetooth Speaker,-$132.00,West,Consumer,22-03-2018,First Class,California,Phones,0.2,1,-0.2,6,658
Technology,Aurora,United States,Justin MacKendrick,Griffin,20-06-2016,US-2016-136427,80013,Griffin GC36547 PowerJolt SE Lightning Charger,$16.00,West,Consumer,23-06-2016,First Class,Colorado,Phones,0.2,1,0.13,7,126
Technology,Mesa,United States,Susan Vittorini,AT&T,24-04-2018,CA-2018-116953,85204,AT&T 841000 Phone,$35.00,West,Consumer,25-04-2018,First Class,Arizona,Phones,0.2,1,0.06,10,552
Technology,Portland,United States,Natalie Webber,Okidata,03-11-2017,CA-2017-159023,97206,Okidata B401 Printer,-$252.00,West,Consumer,05-11-2017,First Class,Oregon,Machines,0.7,1,-1.4,3,180
Technology,San Francisco,United States,Sonia Sunley,Razer,24-10-2017,CA-2017-166275,94109,Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset,$86.00,West,Consumer,24-10-2017,Same Day,California,Accessories,0,1,0.43,1,200
Technology,Seattle,United States,Resi Pölking,WD My Passport,13-09-2015,CA-2015-142769,98103,WD My Passport Ultra 500GB Portable External Hard Drive,$20.00,West,Consumer,13-09-2015,Same Day,Washington,Accessories,0,1,0.17,2,118
Technology,Seattle,United States,Resi Pölking,Logitech,13-09-2015,CA-2015-142769,98103,Logitech Wireless Performance Mouse MX for PC and Mac,$76.00,West,Consumer,13-09-2015,Same Day,Washington,Accessories,0,1,0.38,2,200
Technology,San Francisco,United States,Lynn Smith,Logitech,16-10-2015,US-2015-109456,94110,Logitech Illuminated - Keyboard,$86.00,West,Consumer,17-10-2015,Same Day,California,Accessories,0,1,0.48,3,180
Technology,Anaheim,United States,William Brown,Microsoft,11-12-2017,CA-2017-165330,92804,Microsoft Natural Ergonomic Keyboard 4000,$25.00,West,Consumer,11-12-2017,Same Day,California,Accessories,0,1,0.21,4,120
Technology,Seattle,United States,Resi Pölking,Memorex,13-09-2015,CA-2015-142769,98103,Memorex Mini Travel Drive 64 GB USB 2.0 Flash Drive,$61.00,West,Consumer,13-09-2015,Same Day,Washington,Accessories,0,1,0.42,4,145
Technology,Spokane,United States,Jennifer Ferguson,SanDisk,05-04-2016,CA-2016-102855,99207,SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,$26.00,West,Consumer,06-04-2016,Same Day,Washington,Accessories,0,1,0.11,6,240
Technology,Seattle,United States,Kelly Collister,Logitech,02-11-2016,CA-2016-125416,98115,Logitech K350 2.4Ghz Wireless Keyboard,$49.00,West,Consumer,02-11-2016,Same Day,Washington,Accessories,0,1,0.11,9,448
Technology,Los Angeles,United States,Tom Boeckenhauer,AT&T,30-03-2018,US-2018-120147,90036,AT&T CL83451 4-Handset Telephone,$19.00,West,Consumer,30-03-2018,Same Day,California,Phones,0.2,1,0.11,1,165
Technology,Redlands,United States,Sandra Glassco,Polycom,31-10-2016,CA-2016-164882,92374,Polycom SoundStation2 EX Conference phone,$146.00,West,Consumer,31-10-2016,Same Day,California,Phones,0.2,1,0.11,4,1296
Technology,San Francisco,United States,Ionia McGrath,Canon,04-09-2017,CA-2017-129630,94122,Canon PC1060 Personal Laser Copier,$945.00,West,Consumer,04-09-2017,Same Day,California,Copiers,0.2,1,0.34,5,2800
Technology,Seattle,United States,Jennifer Ferguson,iOttie,11-09-2018,US-2018-142188,98105,iOttie XL Car Mount,-$18.00,West,Consumer,11-09-2018,Same Day,Washington,Phones,0.2,1,-0.23,5,80
Technology,Thornton,United States,Toby Carlisle,Logitech,20-12-2015,CA-2015-140816,80229,Logitech G430 Surround Sound Gaming Headset with Dolby 7.1 Technology,$90.00,West,Consumer,20-12-2015,Same Day,Colorado,Accessories,0.2,1,0.2,7,448
Technology,Murray,United States,Sarah Foster,Other,21-07-2018,US-2018-158505,84107,PayAnywhere Card Reader,$6.00,West,Consumer,21-07-2018,Same Day,Utah,Phones,0.2,1,0.09,9,72
Technology,San Francisco,United States,Lena Creighton,Logitech,27-05-2015,CA-2015-139192,94109,Logitech Wireless Performance Mouse MX for PC and Mac,$38.00,West,Consumer,01-06-2015,Second Class,California,Accessories,0,1,0.38,1,100
Technology,Seattle,United States,John Stevenson,Enermax,21-12-2016,US-2016-126214,98103,Enermax Acrylux Wireless Keyboard,$37.00,West,Consumer,24-12-2016,Second Class,Washington,Accessories,0,1,0.37,1,100
Technology,San Francisco,United States,Giulietta Weimer,WD My Passport,27-07-2015,CA-2015-124709,94122,WD My Passport Ultra 2TB Portable External Hard Drive,$38.00,West,Consumer,29-07-2015,Second Class,California,Accessories,0,1,0.16,2,238
Technology,Los Angeles,United States,Ashley Jarboe,Micro Innovations,14-12-2016,CA-2016-126347,90045,Micro Innovations USB RF Wireless Keyboard with Mouse,$11.00,West,Consumer,19-12-2016,Second Class,California,Accessories,0,1,0.21,2,50
Technology,Los Angeles,United States,Becky Pak,Logitech,04-06-2016,CA-2016-158491,90008,Logitech Wireless Anywhere Mouse MX for PC and Mac,$36.00,West,Consumer,09-06-2016,Second Class,California,Accessories,0,1,0.3,2,120
Technology,Encinitas,United States,Russell Applegate,Logitech,18-12-2018,CA-2018-140585,92024,Logitech Illuminated - Keyboard,$58.00,West,Consumer,23-12-2018,Second Class,California,Accessories,0,1,0.48,2,120
Technology,Seattle,United States,Craig Carreira,Memorex,12-09-2016,CA-2016-128993,98103,Memorex Froggy Flash Drive 4 GB,$9.00,West,Consumer,17-09-2016,Second Class,Washington,Accessories,0,1,0.39,2,22
Technology,San Francisco,United States,Speros Goranitis,Sony,25-04-2018,CA-2018-125381,94109,Sony 64GB Class 10 Micro SDHC R40 Memory Card,$23.00,West,Consumer,27-04-2018,Second Class,California,Accessories,0,1,0.21,3,108
Technology,San Diego,United States,Richard Bierner,Memorex,29-03-2016,US-2016-103996,92105,Memorex Froggy Flash Drive 8 GB,$21.00,West,Consumer,31-03-2016,Second Class,California,Accessories,0,1,0.39,3,53
Technology,Los Angeles,United States,Becky Pak,Logitech,04-06-2016,CA-2016-158491,90008,Logitech Z-906 Speaker sys - home theater - 5.1-CH,$396.00,West,Consumer,09-06-2016,Second Class,California,Accessories,0,1,0.4,3,990
Technology,Seattle,United States,Dennis Kane,First Data,17-07-2017,US-2017-139087,98105,First Data TMFD35 PIN Pad,$90.00,West,Consumer,22-07-2017,Second Class,Washington,Accessories,0,1,0.21,3,428
Technology,Seattle,United States,Eva Jacobs,HP,03-11-2018,US-2018-110989,98105,HP Standard 104 key PS/2 Keyboard,$11.00,West,Consumer,05-11-2018,Second Class,Washington,Accessories,0,1,0.25,3,44
Technology,San Jose,United States,Logan Haushalter,KeyTronic,05-11-2017,CA-2017-144092,95123,KeyTronic E03601U1 - Keyboard - Beige,$13.00,West,Consumer,07-11-2017,Second Class,California,Accessories,0,1,0.18,4,72
Technology,Oxnard,United States,Sanjit Engle,Kensington,13-11-2018,CA-2018-123624,93030,Kensington K72356US Mouse-in-a-Box USB Desktop Mouse,$29.00,West,Consumer,17-11-2018,Second Class,California,Accessories,0,1,0.35,5,83
Technology,Seattle,United States,Dennis Kane,Sony,27-07-2018,CA-2018-133046,98115,Sony Micro Vault Click 8 GB USB 2.0 Flash Drive,$33.00,West,Consumer,01-08-2018,Second Class,Washington,Accessories,0,1,0.14,5,235
Technology,Los Angeles,United States,Eric Hoffmann,Maxell,22-05-2018,CA-2018-153080,90008,"Maxell 74 Minute CDR, 10/Pack",$25.00,West,Consumer,25-05-2018,Second Class,California,Accessories,0,1,0.37,7,68
Technology,San Diego,United States,Jay Fein,Maxell,23-10-2016,CA-2016-132486,92105,Maxell DVD-RAM Discs,$64.00,West,Consumer,27-10-2016,Second Class,California,Accessories,0,1,0.43,9,148
Technology,Seattle,United States,Nora Paige,Microsoft,27-02-2016,CA-2016-138485,98105,Microsoft Natural Keyboard Elite,$81.00,West,Consumer,01-03-2016,Second Class,Washington,Accessories,0,1,0.15,9,539
Technology,Los Angeles,United States,Robert Waldorf,SanDisk,12-10-2018,CA-2018-112431,90049,SanDisk Cruzer 64 GB USB Flash Drive,$131.00,West,Consumer,14-10-2018,Second Class,California,Accessories,0,1,0.3,12,436
Technology,Scottsdale,United States,Craig Carreira,Motorola,27-11-2017,CA-2017-152121,85254,Motorola Moto X,$24.00,West,Consumer,29-11-2017,Second Class,Arizona,Phones,0.2,1,0.09,1,272
Technology,Avondale,United States,Kunst Miller,HP,24-09-2016,US-2016-106873,85323,HP Standard 104 key PS/2 Keyboard,$1.00,West,Consumer,29-09-2016,Second Class,Arizona,Accessories,0.2,1,0.06,2,23
Technology,Tucson,United States,Carlos Meador,Samsung,24-09-2016,CA-2016-147816,85705,Samsung HM1900 Bluetooth Headset,$13.00,West,Consumer,26-09-2016,Second Class,Arizona,Phones,0.2,1,0.38,2,35
Technology,San Francisco,United States,Anna Chung,Other,17-03-2017,CA-2017-134544,94109,i.Sound Portable Power - 8000 mAh,-$20.00,West,Consumer,19-03-2017,Second Class,California,Phones,0.2,1,-0.24,2,85
Technology,San Francisco,United States,Anna Chung,Other,27-06-2017,CA-2017-161928,94109,Ooma Telo VoIP Home Phone System,$13.00,West,Consumer,29-06-2017,Second Class,California,Phones,0.2,1,0.06,2,202
Technology,Los Angeles,United States,Eugene Barchas,Polycom,13-04-2016,CA-2016-106257,90045,Polycom CX600 IP Phone VoIP phone,$42.00,West,Consumer,17-04-2016,Second Class,California,Phones,0.2,1,0.09,2,480
Technology,Los Angeles,United States,Paul Gonzalez,Panasonic,17-12-2016,CA-2016-134117,90008,Panasonic KX TS3282W Corded phone,$17.00,West,Consumer,19-12-2016,Second Class,California,Phones,0.2,1,0.13,2,136
Technology,Seattle,United States,Dennis Kane,Other,17-07-2017,US-2017-139087,98105,Cyber Acoustics AC-202b Speech Recognition Stereo Headset,-$5.00,West,Consumer,22-07-2017,Second Class,Washington,Phones,0.2,1,-0.23,2,21
Technology,Pocatello,United States,Trudy Glocke,Other,09-06-2016,CA-2016-141012,83201,Dexim XPower Skin Super-Thin Power Case for iPhone 5 - Black,$9.00,West,Consumer,11-06-2016,Second Class,Idaho,Phones,0.2,1,0.06,3,140
Technology,Albuquerque,United States,Shui Tom,Other,29-12-2015,CA-2015-152345,87105,Mediabridge Sport Armband iPhone 5s,-$6.00,West,Consumer,03-01-2016,Second Class,New Mexico,Phones,0.2,1,-0.24,3,24
Technology,Kent,United States,Sarah Brown,OtterBox,12-06-2018,CA-2018-119424,98031,OtterBox Defender Series Case - Samsung Galaxy S4,$9.00,West,Consumer,14-06-2018,Second Class,Washington,Phones,0.2,1,0.13,3,72
Technology,Los Angeles,United States,Andy Reiter,Canon,11-04-2016,US-2016-136987,90004,Canon PC-428 Personal Copier,$216.00,West,Consumer,14-04-2016,Second Class,California,Copiers,0.2,1,0.34,4,640
Technology,San Diego,United States,Max Jones,Okidata,24-06-2017,CA-2017-100300,92037,Okidata MB760 Printer,$504.00,West,Consumer,26-06-2017,Second Class,California,Machines,0.2,1,0.11,4,4477
Technology,Stockton,United States,Alex Grayson,Other,10-12-2018,CA-2018-107748,95207,Jackery Bar Premium Fast-charging Portable Charger,$35.00,West,Consumer,12-12-2018,Second Class,California,Phones,0.2,1,0.36,4,96
Technology,Portland,United States,Doug Jacobs,HTC,14-12-2016,CA-2016-123232,97206,HTC One,$36.00,West,Consumer,16-12-2016,Second Class,Oregon,Phones,0.2,1,0.11,4,320
Technology,Olympia,United States,Rick Duston,Pyle,23-06-2016,CA-2016-122826,98502,Pyle PRT45 Retro Home Telephone,$23.00,West,Consumer,25-06-2016,Second Class,Washington,Phones,0.2,1,0.11,4,202
Technology,San Diego,United States,Ralph Arnett,Brother,25-12-2016,CA-2016-111780,92037,Brother DCP1000 Digital 3 in 1 Multifunction Machine,$225.00,West,Consumer,30-12-2016,Second Class,California,Copiers,0.2,1,0.19,5,1200
Technology,Los Angeles,United States,Christopher Conant,Canon,07-07-2017,CA-2017-135265,90045,Canon PC1060 Personal Laser Copier,$945.00,West,Consumer,09-07-2017,Second Class,California,Copiers,0.2,1,0.34,5,2800
Technology,Seattle,United States,Tom Boeckenhauer,Cisco,11-06-2018,CA-2018-134565,98103,Cisco Desktop Collaboration Experience DX650 IP Video Phone,$130.00,West,Consumer,13-06-2018,Second Class,Washington,Machines,0.2,1,0.34,5,386
Technology,Los Angeles,United States,Jas O'Carroll,Other,19-04-2017,US-2017-115819,90049,PowerGen Dual USB Car Charger,$13.00,West,Consumer,24-04-2017,Second Class,California,Phones,0.2,1,0.33,5,40
Technology,Pleasant Grove,United States,Valerie Dominguez,Panasonic,04-08-2015,CA-2015-126361,84062,Panasonic KX T7731-B Digital phone,$35.00,West,Consumer,09-08-2015,Second Class,Utah,Phones,0.2,1,0.09,5,400
Technology,Seattle,United States,Angele Hood,Other,26-10-2015,CA-2015-162278,98105,Vtech CS6719,$38.00,West,Consumer,30-10-2015,Second Class,Washington,Phones,0.2,1,0.1,5,384
Technology,Thornton,United States,Lena Cacioppo,Memorex,03-12-2018,CA-2018-118017,80229,Memorex Micro Travel Drive 16 GB,$11.00,West,Consumer,06-12-2018,Second Class,Colorado,Accessories,0.2,1,0.14,6,77
Technology,Los Angeles,United States,Patrick O'Donnell,Other,23-03-2015,CA-2015-120838,90036,Ooma Telo VoIP Home Phone System,$38.00,West,Consumer,26-03-2015,Second Class,California,Phones,0.2,1,0.06,6,605
Technology,San Francisco,United States,Ruben Dartt,Nortel,23-06-2017,CA-2017-140382,94109,Nortel Meridian M3904 Professional Digital phone,$97.00,West,Consumer,25-06-2017,Second Class,California,Phones,0.2,1,0.11,7,862
Technology,Thornton,United States,Lena Cacioppo,Memorex,03-12-2018,CA-2018-118017,80229,Memorex Micro Travel Drive 16 GB,$14.00,West,Consumer,06-12-2018,Second Class,Colorado,Accessories,0.2,1,0.14,8,102
Technology,Avondale,United States,Amy Cox,Plantronics,31-10-2015,US-2015-167262,85323,Plantronics HL10 Handset Lifter,$84.00,West,Consumer,03-11-2015,Second Class,Arizona,Phones,0.2,1,0.11,8,742
Technology,San Francisco,United States,Lena Creighton,Plantronics,27-05-2015,CA-2015-139192,94109,Plantronics HL10 Handset Lifter,$125.00,West,Consumer,01-06-2015,Second Class,California,Phones,0.2,1,0.11,12,1114
Technology,San Francisco,United States,Sonia Sunley,Logitech,05-08-2015,CA-2015-150490,94122,Logitech Desktop MK120 Mouse and keyboard Combo,$2.00,West,Consumer,11-08-2015,Standard Class,California,Accessories,0,1,0.1,1,16
Technology,San Diego,United States,Ruben Dartt,Memorex,10-11-2015,CA-2015-158372,92037,Memorex Froggy Flash Drive 4 GB,$4.00,West,Consumer,16-11-2015,Standard Class,California,Accessories,0,1,0.39,1,11
Technology,Los Angeles,United States,Maris LaWare,Memorex,29-09-2017,CA-2017-125794,90008,Memorex Mini Travel Drive 64 GB USB 2.0 Flash Drive,$15.00,West,Consumer,03-10-2017,Standard Class,California,Accessories,0,1,0.42,1,36
Technology,Los Angeles,United States,Tracy Zic,Memorex,22-02-2017,US-2017-143280,90045,Memorex Mini Travel Drive 64 GB USB 2.0 Flash Drive,$15.00,West,Consumer,26-02-2017,Standard Class,California,Accessories,0,1,0.42,1,36
Technology,Redmond,United States,Sung Shariari,Logitech,01-09-2018,CA-2018-107909,98052,Logitech LS21 Speaker System - PC Multimedia - 2.1-CH - Wired,$7.00,West,Consumer,06-09-2018,Standard Class,Washington,Accessories,0,1,0.34,1,20
Technology,Seattle,United States,Dana Kaydos,Hewlett-Packard,12-08-2018,CA-2018-152310,98103,Hewlett Packard 310 Color Digital Copier,$90.00,West,Consumer,19-08-2018,Standard Class,Washington,Copiers,0,1,0.3,1,300
Technology,San Diego,United States,Jeremy Ellison,SanDisk,18-12-2017,CA-2017-133795,92037,SanDisk Cruzer 64 GB USB Flash Drive,$22.00,West,Consumer,24-12-2017,Standard Class,California,Accessories,0,1,0.3,2,73
Technology,San Francisco,United States,Shaun Weien,Microsoft,08-11-2016,CA-2016-154886,94109,Microsoft Arc Touch Mouse,$43.00,West,Consumer,12-11-2016,Standard Class,California,Accessories,0,1,0.36,2,120
Technology,Seattle,United States,Kelly Andreada,Kingston,12-10-2016,CA-2016-142993,98103,Kingston Digital DataTraveler 16GB USB 2.0,$3.00,West,Consumer,17-10-2016,Standard Class,Washington,Accessories,0,1,0.19,2,18
Technology,Kent,United States,Jenna Caffey,Micro Innovations,08-07-2018,CA-2018-108560,98031,Micro Innovations USB RF Wireless Keyboard with Mouse,$11.00,West,Consumer,15-07-2018,Standard Class,Washington,Accessories,0,1,0.21,2,50
Technology,Des Moines,United States,Toby Gnade,Hewlett-Packard,02-09-2017,CA-2017-166429,98198,Hewlett Packard 610 Color Digital Copier / Printer,$450.00,West,Consumer,08-09-2017,Standard Class,Washington,Copiers,0,1,0.45,2,1000
Technology,San Francisco,United States,Cindy Chapman,Imation,16-05-2015,US-2015-163146,94122,Imation Clip USB flash drive - 8 GB,$3.00,West,Consumer,20-05-2015,Standard Class,California,Accessories,0,1,0.06,3,56
Technology,Westminster,United States,Toby Carlisle,Sony,14-07-2018,CA-2018-121048,92683,Sony Micro Vault Click 8 GB USB 2.0 Flash Drive,$20.00,West,Consumer,18-07-2018,Standard Class,California,Accessories,0,1,0.14,3,141
Technology,San Diego,United States,Jeremy Ellison,Logitech,18-12-2017,CA-2017-133795,92037,Logitech P710e Mobile Speakerphone,$147.00,West,Consumer,24-12-2017,Standard Class,California,Accessories,0,1,0.19,3,772
Technology,Oakland,United States,Naresj Patel,Plantronics,13-05-2015,CA-2015-114433,94601,Plantronics Audio 478 Stereo USB Headset,$52.00,West,Consumer,17-05-2015,Standard Class,California,Accessories,0,1,0.35,3,150
Technology,Oakland,United States,Philip Fox,Logitech,09-11-2017,CA-2017-138233,94601,Logitech Wireless Gaming Headset G930,$178.00,West,Consumer,14-11-2017,Standard Class,California,Accessories,0,1,0.37,3,480
Technology,San Francisco,United States,George Ashbrook,Plantronics,17-04-2016,CA-2016-155306,94122,Plantronics S12 Corded Telephone Headset System,$129.00,West,Consumer,21-04-2016,Standard Class,California,Accessories,0,1,0.4,3,323
Technology,Los Angeles,United States,James Galang,Plantronics,19-12-2016,CA-2016-157084,90049,Plantronics Savi W720 Multi-Device Wireless Headset System,$557.00,West,Consumer,24-12-2016,Standard Class,California,Accessories,0,1,0.44,3,1266
Technology,North Las Vegas,United States,Kunst Miller,Logitech,26-07-2015,CA-2015-126760,89031,Logitech Illuminated Ultrathin Keyboard with Backlighting,$70.00,West,Consumer,02-08-2015,Standard Class,Nevada,Accessories,0,1,0.41,3,171
Technology,Clovis,United States,Tony Sayre,Kingston,18-09-2018,CA-2018-166856,88101,Kingston Digital DataTraveler 64GB USB 2.0,$8.00,West,Consumer,22-09-2018,Standard Class,New Mexico,Accessories,0,1,0.08,3,101
Technology,Seattle,United States,Giulietta Weimer,Other,29-07-2018,US-2018-113852,98115,Imation 8GB Mini TravelDrive USB 2.0 Flash Drive,$12.00,West,Consumer,02-08-2018,Standard Class,Washington,Accessories,0,1,0.13,3,91
Technology,Seattle,United States,Sanjit Engle,Logitech,11-06-2017,CA-2017-142405,98103,Logitech G35 7.1-Channel Surround Sound Headset,$133.00,West,Consumer,15-06-2017,Standard Class,Washington,Accessories,0,1,0.34,3,390
Technology,Westminster,United States,Jeremy Lonsdale,Sony,07-08-2018,CA-2018-156776,92683,Sony Micro Vault Click 4 GB USB 2.0 Flash Drive,$8.00,West,Consumer,11-08-2018,Standard Class,California,Accessories,0,1,0.14,4,56
Technology,San Francisco,United States,Tony Sayre,Plantronics,07-11-2018,CA-2018-152737,94122,Plantronics Audio 995 Wireless Stereo Headset,$145.00,West,Consumer,12-11-2018,Standard Class,California,Accessories,0,1,0.33,4,440
Technology,San Francisco,United States,Berenike Kampe,Verbatim,14-10-2018,CA-2018-151183,94110,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 10/Pack",$15.00,West,Consumer,19-10-2018,Standard Class,California,Accessories,0,1,0.33,4,46
Technology,San Diego,United States,Roland Fjeld,Logitech,18-07-2016,CA-2016-111206,92105,Logitech G35 7.1-Channel Surround Sound Headset,$177.00,West,Consumer,22-07-2016,Standard Class,California,Accessories,0,1,0.34,4,520
Technology,San Francisco,United States,Christina Anderson,Imation,25-03-2015,CA-2015-128237,94110,Imation Swivel Flash Drive USB flash drive - 8 GB,$16.00,West,Consumer,30-03-2015,Standard Class,California,Accessories,0,1,0.35,4,45
Technology,Pomona,United States,Zuschuss Carroll,Plantronics,13-04-2016,CA-2016-133452,91767,Plantronics Audio 478 Stereo USB Headset,$70.00,West,Consumer,19-04-2016,Standard Class,California,Accessories,0,1,0.35,4,200
Technology,Seattle,United States,Nora Preis,Other,05-11-2017,CA-2017-125094,98105,Cherry 142-key Programmable Keyboard,$53.00,West,Consumer,09-11-2017,Standard Class,Washington,Accessories,0,1,0.11,4,480
Technology,Seattle,United States,Fred Harton,Razer,13-02-2018,CA-2018-104801,98105,Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset,$344.00,West,Consumer,19-02-2018,Standard Class,Washington,Accessories,0,1,0.43,4,800
Technology,Pasadena,United States,Luke Weiss,SanDisk,11-04-2018,CA-2018-166128,91104,SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,$22.00,West,Consumer,18-04-2018,Standard Class,California,Accessories,0,1,0.11,5,200
Technology,San Diego,United States,Patrick Gardner,WD My Passport,18-11-2017,CA-2017-103464,92105,WD My Passport Ultra 2TB Portable External Hard Drive,$95.00,West,Consumer,22-11-2017,Standard Class,California,Accessories,0,1,0.16,5,595
Technology,Seattle,United States,Dana Kaydos,Other,12-08-2018,CA-2018-152310,98103,"Perixx PERIBOARD-512B, Ergonomic Split Keyboard",$12.00,West,Consumer,19-08-2018,Standard Class,Washington,Accessories,0,1,0.07,5,175
Technology,Seattle,United States,Arthur Prichep,Kingston,10-12-2017,CA-2017-128412,98105,Kingston Digital DataTraveler 16GB USB 2.0,$9.00,West,Consumer,17-12-2017,Standard Class,Washington,Accessories,0,1,0.19,5,45
Technology,Mission Viejo,United States,Vivian Mathis,Memorex,12-05-2017,US-2017-123610,92691,Memorex Mini Travel Drive 32 GB USB 2.0 Flash Drive,$47.00,West,Consumer,16-05-2017,Standard Class,California,Accessories,0,1,0.39,6,120
Technology,Great Falls,United States,Michelle Moray,Memorex,11-04-2015,CA-2015-110555,59405,Memorex Mini Travel Drive 64 GB USB 2.0 Flash Drive,$91.00,West,Consumer,18-04-2015,Standard Class,Montana,Accessories,0,1,0.42,6,217
Technology,Los Angeles,United States,Clay Ludtke,Imation,28-05-2017,CA-2017-134803,90004,Imation Clip USB flash drive - 8 GB,$8.00,West,Consumer,03-06-2017,Standard Class,California,Accessories,0,1,0.06,7,132
Technology,Modesto,United States,Gary Hwang,Memorex,10-11-2018,CA-2018-141138,95351,Memorex Mini Travel Drive 16 GB USB 2.0 Flash Drive,$44.00,West,Consumer,16-11-2018,Standard Class,California,Accessories,0,1,0.39,7,112
Technology,Los Angeles,United States,Ed Jacobs,Imation,03-03-2018,CA-2018-123085,90008,Imation Bio 2GB USB Flash Drive Imation Corp,$441.00,West,Consumer,08-03-2018,Standard Class,California,Accessories,0,1,0.42,8,1049
Technology,Los Angeles,United States,Mike Gockenbach,Logitech,07-10-2018,CA-2018-108574,90045,Logitech G19 Programmable Gaming Keyboard,$201.00,West,Consumer,11-10-2018,Standard Class,California,Accessories,0,1,0.18,9,1116
Technology,Santa Fe,United States,Shirley Jackson,KeyTronic,31-08-2015,CA-2015-143385,87505,KeyTronic KT400U2 - Keyboard - Black,$19.00,West,Consumer,05-09-2015,Standard Class,New Mexico,Accessories,0,1,0.2,9,93
Technology,Los Angeles,United States,Pamela Stobb,Logitech,17-04-2018,CA-2018-128965,90008,Logitech Wireless Touch Keyboard K400,$47.00,West,Consumer,22-04-2018,Standard Class,California,Accessories,0,1,0.17,11,275
Technology,Logan,United States,Jason Fortune-,Imation,14-03-2015,CA-2015-114510,84321,Imation 30456 USB Flash Drive 8GB,$7.00,West,Consumer,19-03-2015,Standard Class,Utah,Accessories,0,1,0.08,12,83
Technology,San Francisco,United States,John Lee,Memorex,24-11-2018,CA-2018-164028,94122,Memorex Mini Travel Drive 16 GB USB 2.0 Flash Drive,$87.00,West,Consumer,30-11-2018,Standard Class,California,Accessories,0,1,0.39,14,224
Technology,Renton,United States,Chloris Kastensmidt,3D Systems,21-11-2018,CA-2018-110443,98059,"3D Systems Cube Printer, 2nd Generation, White",$104.00,West,Consumer,25-11-2018,Standard Class,Washington,Machines,0.2,1,0.1,1,1040
Technology,Phoenix,United States,Nora Paige,Other,18-07-2017,CA-2017-162110,85023,iHome FM Clock Radio with Lightning Dock,$3.00,West,Consumer,22-07-2017,Standard Class,Arizona,Phones,0.2,1,0.06,1,56
Technology,San Francisco,United States,Shirley Jackson,iOttie,09-10-2015,CA-2015-138240,94122,iOttie HLCRIO102 Car Mount,-$3.00,West,Consumer,14-10-2015,Standard Class,California,Phones,0.2,1,-0.19,1,16
Technology,Los Angeles,United States,Ralph Arnett,Other,04-09-2018,CA-2018-141929,90004,QVS USB Car Charger 2-Port 2.1Amp for iPod/iPhone/iPad/iPad 2/iPad 3,$2.00,West,Consumer,08-09-2018,Standard Class,California,Phones,0.2,1,0.31,1,6
Technology,Seattle,United States,Chris Cortes,Logitech,08-07-2017,CA-2017-155474,98105,Logitech Mobile Speakerphone P710e - speaker phone,$9.00,West,Consumer,14-07-2017,Standard Class,Washington,Phones,0.2,1,0.09,1,108
Technology,Seattle,United States,Greg Tran,Plantronics,06-12-2017,US-2017-169040,98105,Plantronics Calisto P620-M USB Wireless Speakerphone System,$14.00,West,Consumer,12-12-2017,Standard Class,Washington,Phones,0.2,1,0.09,1,157
